timestamp,open,high,low,close,volume
2025-02-19,95623.0,96842.0,95019.5,96598.0,181317.0
2025-02-20,96605.0,98659.5,96380.0,98253.0,178688.0
2025-02-21,98253.0,99427.0,94857.5,96128.0,360368.0
2025-02-22,96108.0,96966.5,95739.5,96503.0,110075.0
2025-02-23,96503.5,96603.0,95207.5,96218.0,174926.0
2025-02-24,96218.5,96463.0,91302.5,91549.5,344221.0
2025-02-25,91514.5,92499.5,86050.5,88639.5,390528.0
2025-02-26,88640.0,89361.0,82248.5,84163.5,344238.0
2025-02-27,84209.0,87041.5,82677.0,84665.0,243012.0
2025-02-28,84668.5,85046.0,78261.5,84292.5,436580.0
2025-03-01,84335.5,86516.0,83791.0,86008.0,207280.0
2025-03-02,86003.5,94904.5,85036.5,94226.0,408648.0
2025-03-03,94221.5,94367.5,85073.0,86170.0,246402.0
2025-03-04,86187.0,88910.0,81445.5,87249.5,296466.0
2025-03-05,87246.0,90937.0,86373.5,90566.5,237731.0
2025-03-06,90566.5,92777.0,87802.5,89881.0,221339.0
2025-03-07,89888.0,91197.0,84717.0,86754.0,384660.0
2025-03-08,86754.0,86860.5,85219.0,86180.5,148331.0
2025-03-09,86184.5,86471.0,79988.5,80645.0,281150.0
2025-03-10,80694.5,83916.0,77415.0,78570.5,265410.0
2025-03-11,78590.0,83580.5,76562.0,82896.0,240222.0
2025-03-12,82896.0,84415.0,80594.5,83625.5,187547.0
2025-03-13,83636.5,84301.5,79911.5,81085.0,208716.0
2025-03-14,81053.5,85255.0,80784.0,83935.5,241222.0
2025-03-15,83939.5,84625.0,83595.0,84303.0,128141.0
2025-03-16,84322.5,85089.0,81954.5,82542.0,287841.0
2025-03-17,82542.0,84710.5,82482.5,83962.5,165707.0
2025-03-18,83963.0,83977.0,81118.0,82666.5,162195.0
2025-03-19,82674.5,86962.5,82505.0,86802.0,274930.0
2025-03-20,86860.0,87399.5,83622.0,84183.5,183998.0
2025-03-21,84180.5,84811.0,83148.0,84050.0,174264.0
2025-03-22,84050.5,84504.5,83639.5,83797.5,137276.0
2025-03-23,83805.0,86076.0,83761.5,86044.0,203671.0
2025-03-24,86044.5,88730.5,85490.5,87463.5,260119.0
2025-03-25,87463.0,88484.5,86282.0,87363.5,158564.0
2025-03-26,87370.0,88242.0,85817.0,86861.5,182892.0
2025-03-27,86874.0,87713.0,85772.0,87191.5,176794.0
2025-03-28,87191.0,87470.0,83561.5,84381.0,242279.0
2025-03-29,84381.0,84585.5,81610.0,82604.5,209049.0
2025-03-30,82604.5,83490.0,81519.5,82334.5,180489.0
2025-03-31,82360.0,83868.0,81247.0,82517.5,313218.0
2025-04-01,82517.5,85550.0,82385.5,85121.0,244640.0
2025-04-02,85121.0,88438.5,82316.0,82485.5,423835.0
2025-04-03,82440.0,83889.5,81198.5,83137.0,222604.0
2025-04-04,83186.5,84670.0,81636.5,83861.5,378003.0
2025-04-05,83840.5,84237.5,82339.5,83491.5,144678.0
2025-04-06,83506.0,83740.5,77143.5,78388.0,385575.0
2025-04-07,78406.5,81190.5,74466.5,79112.0,441529.0
2025-04-08,79140.0,80820.0,76228.0,76284.5,209596.0
2025-04-09,76298.0,83549.5,74606.0,82588.0,472024.0
2025-04-10,82538.0,82703.0,78430.0,79560.5,180095.0
2025-04-11,79560.5,84254.5,78943.0,83385.5,297941.0
2025-04-12,83412.0,85850.5,82766.5,85242.0,242511.0
2025-04-13,85238.0,86044.5,83008.5,83719.0,232483.0
2025-04-14,83713.5,85755.0,83653.0,84541.0,170672.0
2025-04-15,84587.0,86420.0,83564.5,83609.0,235047.0
2025-04-16,83595.0,85432.5,83069.0,83990.0,254927.0
2025-04-17,83990.0,85441.5,83701.0,84915.0,181205.0
2025-04-18,84909.0,85092.5,84286.0,84421.0,115728.0
2025-04-19,84421.0,85597.0,84317.5,85042.0,205018.0
2025-04-20,85046.5,85284.0,83914.0,85138.5,198766.0
2025-04-21,85138.5,88418.5,85100.5,87466.5,334525.0
2025-04-22,87466.0,93938.0,87044.5,93405.0,275185.0
2025-04-23,93404.5,94420.0,91918.0,93639.0,152890.0
2025-04-24,93632.5,93979.0,91630.5,93931.5,167413.0
2025-04-25,93931.5,95730.5,92801.0,94599.5,293534.0
2025-04-26,94592.0,95153.0,93833.0,94575.5,144969.0
2025-04-27,94576.0,95270.5,93565.0,93697.0,188845.0
2025-04-28,93697.5,95547.5,92749.0,94965.0,285752.0
2025-04-29,94969.5,95416.0,93685.5,94209.5,161386.0
2025-04-30,94200.5,95181.0,92850.5,94125.5,192123.0
2025-05-01,94125.0,97372.0,94088.0,96438.5,199391.0
2025-05-02,96465.0,97848.5,96295.0,96831.0,179269.0
2025-05-03,96831.5,96868.0,95700.0,95803.0,150299.0
2025-05-04,95803.0,96257.5,94120.5,94230.5,175788.0
2025-05-05,94230.5,95164.5,93471.0,94697.0,147545.0
2025-05-06,94696.5,96856.5,93329.5,96794.5,169006.0
2025-05-07,96850.0,97684.5,95730.5,96988.5,159632.0
2025-05-08,96988.5,104216.0,96830.0,103256.0,247234.0
2025-05-09,103228.0,104321.0,102296.0,102941.5,147789.0
2025-05-10,102951.5,104962.0,102784.5,104789.5,178357.0
2025-05-11,104784.0,104930.0,103299.5,104073.5,156637.0
2025-05-12,104072.5,105774.0,100686.5,102739.5,296609.0
2025-05-13,102739.5,104949.5,101438.5,104082.5,183919.0
2025-05-14,104077.0,104300.0,102547.5,103458.0,189432.0
2025-05-15,103458.0,104157.5,101360.0,103731.0,192158.0
2025-05-16,103714.5,104518.0,103063.5,103412.5,139126.0
2025-05-17,103398.0,103658.0,102565.5,103083.0,156433.0
2025-05-18,103101.5,106596.0,103064.5,106450.0,226721.0
2025-05-19,106418.0,107069.5,102041.5,105537.0,168818.0
2025-05-20,105532.0,107272.5,104144.0,106782.5,160671.0
2025-05-21,106800.5,110776.5,106052.5,109596.5,243384.0
2025-05-22,109610.0,111930.5,109188.0,111662.5,121470.0
2025-05-23,111676.0,111752.0,106743.0,107266.5,207548.0
2025-05-24,107272.0,109436.5,106857.0,107699.0,141793.0
2025-05-25,107699.0,109284.0,106516.5,108955.5,148409.0
2025-05-26,108960.0,110383.0,108639.5,109406.0,141050.0
2025-05-27,109406.5,110673.5,107485.5,108887.0,184521.0
2025-05-28,108889.5,109226.0,106745.5,107723.5,127793.0
2025-05-29,107751.0,108860.0,105312.5,105526.5,150872.0
2025-05-30,105576.0,106263.0,103611.5,103950.0,191008.0
2025-05-31,103950.0,104855.0,103035.5,104545.0,119111.0
2025-06-01,104585.0,105792.0,103715.0,105597.0,145525.0
2025-06-02,105583.5,105896.0,103635.0,105793.0,158520.0
2025-06-03,105814.0,106714.0,104822.0,105314.5,125178.0
2025-06-04,105330.5,105950.0,104131.0,104629.5,142473.0
2025-06-05,104642.0,105860.0,100340.0,101459.0,214826.0
2025-06-06,101469.0,105264.5,101049.5,104240.5,134917.0
2025-06-07,104260.5,105865.0,103833.0,105508.0,149987.0
2025-06-08,105508.0,106405.5,104960.5,105676.5,142398.0
2025-06-09,105643.5,110585.0,105271.5,110227.5,239606.0
2025-06-10,110239.0,110360.5,108313.5,110235.5,148712.0
2025-06-11,110197.0,110337.0,108005.0,108600.5,126072.0
2025-06-12,108600.5,108782.0,105620.5,105620.5,169385.0
2025-06-13,105609.0,106133.5,102635.0,106031.5,239087.0
2025-06-14,106027.0,106174.0,104259.0,105359.5,157551.0
2025-06-15,105360.0,106095.5,104432.0,105542.5,158865.0
2025-06-16,105535.0,108886.0,104920.5,106745.5,203339.0
2025-06-17,106750.5,107700.0,103320.5,104507.5,195479.0
2025-06-18,104539.5,105500.0,103522.0,104833.0,195495.0
2025-06-19,104833.0,105184.0,103880.5,104612.5,152689.0
2025-06-20,104607.0,106478.0,102299.0,103239.0,281936.0
2025-06-21,103246.5,103940.0,100806.0,102080.0,228710.0
2025-06-22,102105.0,103303.5,98125.5,100915.0,254093.0
2025-06-23,100905.0,106020.0,99575.5,105306.0,190500.0
2025-06-24,105291.0,106215.5,104582.5,106034.0,111618.0
2025-06-25,106038.0,108071.0,105756.0,107280.0,190911.0
2025-06-26,107280.5,108218.0,106513.0,106900.0,126210.0
2025-06-27,106914.0,107686.0,106331.5,106997.0,186265.0
2025-06-28,107010.5,107512.5,106767.0,107240.5,109192.0
2025-06-29,107240.5,108508.5,107125.5,108309.5,227443.0
2025-06-30,108310.0,108733.0,106686.5,107104.5,128697.0
2025-07-01,107087.0,107490.0,105195.0,105638.0,128607.0
2025-07-02,105638.0,109685.0,105052.0,108799.5,196039.0
2025-07-03,108795.5,110474.5,108503.5,109545.0,102956.0
2025-07-04,109545.0,109700.5,107219.5,107935.5,166625.0
2025-07-05,107941.0,108328.5,107694.0,108153.0,98307.0
2025-07-06,108153.5,109666.0,107743.5,109146.0,175964.0
2025-07-07,109146.0,109664.5,107460.5,108204.0,150071.0
2025-07-08,108203.5,109180.5,107408.5,108873.0,134060.0
2025-07-09,108873.5,112010.0,108283.0,111200.0,200856.0
2025-07-10,111200.0,117508.5,110445.0,115976.5,194388.0
2025-07-11,115979.5,118863.0,115197.5,117500.5,222358.0
2025-07-12,117500.0,118171.0,116865.5,117381.0,128854.0
2025-07-13,117389.5,119444.5,117176.0,119038.0,177536.0
2025-07-14,119059.0,123221.0,118869.5,119816.0,201782.0
2025-07-15,119798.5,119919.5,115685.5,117738.5,181126.0
2025-07-16,117739.0,120004.0,117033.5,118613.0,124132.0
2025-07-17,118590.5,120943.5,117420.0,119177.0,138824.0
2025-07-18,119199.0,120844.0,116792.0,117896.5,183869.0
2025-07-19,117896.5,118455.5,117259.5,117814.5,109069.0
2025-07-20,117814.5,118857.0,116444.0,117230.5,155794.0
2025-07-21,117220.5,119635.0,116463.5,117330.0,142576.0
2025-07-22,117330.5,120264.5,116041.5,119994.0,158870.0
2025-07-23,120000.5,120146.0,117276.5,118713.5,115685.0
2025-07-24,118684.0,119444.5,117053.5,118272.5,128236.0
2025-07-25,118296.5,118411.0,114683.5,117592.0,235563.0
2025-07-26,117583.5,118273.0,117114.5,117872.0,110287.0
2025-07-27,117905.5,119766.0,117801.5,119374.5,137590.0
2025-07-28,119423.0,119812.0,117401.5,118044.5,124509.0
2025-07-29,118041.0,119258.5,116922.0,117905.5,110503.0
2025-07-30,117897.0,118759.0,115718.0,117771.5,153841.0
2025-07-31,117777.5,118890.5,115424.5,115708.0,160447.0
2025-08-01,115667.5,116000.0,112683.0,113244.5,196608.0
2025-08-02,113238.5,113999.5,111944.5,112509.0,119665.0
2025-08-03,112529.5,114729.5,111887.5,114150.5,106115.0
2025-08-04,114150.5,115674.5,114054.0,115002.5,140040.0
2025-08-05,115018.5,115073.5,112604.5,114085.5,142326.0
2025-08-06,114083.0,115661.5,113305.0,114941.0,114431.0
2025-08-07,114931.5,117577.0,114211.5,117420.0,165619.0
2025-08-08,117412.5,117590.0,115865.0,116623.0,131193.0
2025-08-09,116628.5,117892.5,116304.5,116422.5,178957.0
2025-08-10,116422.5,119287.0,116420.0,119255.0,160387.0
2025-08-11,119271.0,122316.0,118186.0,118642.0,160482.0
2025-08-12,118641.5,120259.5,118154.0,120081.0,110040.0
2025-08-13,120057.5,123680.5,118894.0,123324.0,133713.0
2025-08-14,123347.5,124530.5,117110.0,118242.5,179799.0
2025-08-15,118267.5,119182.0,116747.0,117279.5,118146.0
2025-08-16,117265.0,117853.5,117121.0,117330.0,114298.0
2025-08-17,117330.0,118515.0,117121.5,117353.5,125530.0
2025-08-18,117347.0,117499.5,114605.5,116177.5,158517.0
2025-08-19,116185.5,116687.5,112683.0,112828.0,139141.0
2025-08-20,112824.5,114569.0,112306.0,114220.5,125003.0
2025-08-21,114177.0,114769.0,111963.0,112457.5,114596.0
2025-08-22,112462.5,117390.0,111627.5,116898.0,212830.0
2025-08-23,116906.5,116987.5,114510.5,115377.5,109305.0
2025-08-24,115366.0,115632.5,110598.5,113438.5,199080.0
2025-08-25,113446.5,113621.5,109228.5,110064.0,162432.0
2025-08-26,110056.5,112318.5,108661.5,111710.0,135427.0
2025-08-27,111705.0,112570.0,110313.0,111195.0,111625.0
2025-08-28,111176.0,113429.0,110822.0,112507.5,126730.0
2025-08-29,112500.0,112586.0,107458.5,108318.0,238971.0
2025-08-30,108332.0,108880.0,107312.5,108757.5,139877.0
2025-08-31,108760.0,109440.0,108021.0,108208.5,140168.0
2025-09-01,108200.0,109863.5,107211.5,109183.0,187898.0
2025-09-02,109228.0,111707.0,108333.5,111176.5,153080.0
2025-09-03,111188.0,112523.5,110500.0,111660.0,99162.0
2025-09-04,111653.5,112136.5,109297.0,110672.5,132301.0
2025-09-05,110688.0,113344.5,110182.0,110614.5,166315.0
2025-09-06,110615.0,111256.5,109926.5,110135.5,94336.0
2025-09-07,110135.5,111559.0,110121.0,111081.0,130003.0
2025-09-08,111062.5,112868.0,110567.0,112013.0,147014.0
2025-09-09,112013.0,113238.0,110719.5,111459.5,136807.0
2025-09-10,111499.5,114279.5,110869.0,113897.0,123586.0
2025-09-11,113896.5,115439.0,113371.5,115427.0,85912.0
2025-09-12,115474.0,116600.0,114699.5,115978.0,140918.0
2025-09-13,115978.5,116245.5,115132.5,115863.0,117108.0
2025-09-14,115863.0,116115.0,115083.5,115233.0,117948.0
2025-09-15,115187.0,116701.0,114343.0,115300.5,183901.0
2025-09-16,115301.0,116910.5,114733.0,116747.5,126879.0
2025-09-17,116747.5,117233.5,114687.5,116396.0,177793.0
2025-09-18,116423.5,117858.0,116057.5,117017.5,115350.0
2025-09-19,117026.5,117406.5,115050.0,115570.0,121499.0
2025-09-20,115569.5,116060.0,115343.0,115625.0,106826.0
2025-09-21,115625.0,115778.0,115134.0,115175.5,99274.0
2025-09-22,115178.5,115344.5,111681.5,112604.5,223164.0
2025-09-23,112605.0,113231.5,111414.5,111947.5,99144.0
2025-09-24,111947.5,113896.0,111020.0,113254.0,120260.0
2025-09-25,113270.5,113462.0,108577.5,108949.5,171042.0
2025-09-26,108935.0,110244.5,108622.5,109589.0,132269.0
2025-09-27,109588.0,109694.5,109022.0,109577.5,91876.0
2025-09-28,109591.0,112299.5,109137.0,112120.0,170267.0
2025-09-29,112138.5,114360.0,111501.5,114287.5,127856.0
2025-09-30,114245.0,114740.0,112615.5,113988.5,116271.0
2025-10-01,114004.0,118601.0,113899.5,118554.0,143621.0
2025-10-02,118587.0,120994.0,118230.5,120481.5,120705.0
2025-10-03,120492.0,123879.5,119230.5,122183.0,138427.0
2025-10-04,122196.0,122771.0,121464.0,122326.5,106478.0
2025-10-05,122343.5,125757.0,122088.5,123426.5,200843.0
2025-10-06,123450.0,126174.0,123021.5,124625.0,114317.0
2025-10-07,124629.0,125086.5,120527.5,121287.0,133917.0
2025-10-08,121291.5,124119.5,121048.5,123237.0,101106.0
2025-10-09,123254.0,123701.0,119583.0,121579.5,154620.0
2025-10-10,121603.5,122439.5,102104.0,112713.5,277667.0
2025-10-11,112586.0,113274.5,109541.5,110579.5,95541.0
2025-10-12,110605.5,115675.0,109526.5,114894.0,145046.0
2025-10-13,114929.0,115819.5,113612.0,115112.0,78983.0
2025-10-14,115096.5,115360.5,109822.0,112990.0,159626.0
2025-10-15,112984.0,113563.0,110100.0,110699.0,91776.0
2025-10-16,110708.0,111954.5,107369.0,108136.5,144370.0
2025-10-17,108129.5,109171.5,103507.5,106383.5,290545.0
2025-10-18,106379.0,107436.5,106270.5,107118.0,103179.0
2025-10-19,107104.0,109382.5,106067.0,108590.5,276068.0
2025-10-20,108557.5,111649.0,107381.5,110470.0,118362.0
2025-10-21,110470.0,113933.0,107426.5,108263.0,187195.0
2025-10-22,108235.0,109099.0,106690.5,107532.5,119282.0
2025-10-23,107527.0,111229.5,107472.0,110026.0,126366.0
2025-10-24,110015.5,112025.5,109682.5,110965.5,145861.0
2025-10-25,110958.0,111883.5,110625.0,111589.5,107861.0
2025-10-26,111570.5,115406.5,111200.5,114511.0,229555.0
2025-10-27,114545.5,116366.5,113816.5,114064.5,124346.0
2025-10-28,114044.0,116044.0,112160.0,112833.0,105807.0
2025-10-29,112833.0,113580.5,109097.0,109996.5,133431.0
2025-10-30,109992.0,111555.0,106296.0,108264.0,138776.0
2025-10-31,108238.0,111128.0,108237.5,109557.5,137399.0
2025-11-01,109563.0,110536.5,109361.0,110047.0,116507.0
2025-11-02,110047.0,111196.0,109431.0,110495.0,155971.0
2025-11-03,110488.5,110709.5,105300.5,106543.5,192781.0
2025-11-04,106532.0,107247.5,98907.5,101450.0,192578.0
2025-11-05,101434.5,104493.0,98920.5,103849.5,101366.0
2025-11-06,103808.0,104149.5,100274.5,101306.0,122582.0
2025-11-07,101310.0,104058.5,99240.0,103305.5,196178.0
2025-11-08,103305.0,103374.0,101417.0,102269.5,189995.0
2025-11-09,102269.5,105440.0,101373.0,104671.0,171726.0
2025-11-10,104652.5,106619.5,104232.0,105966.5,126670.0
2025-11-11,105977.5,107467.0,102437.5,103000.5,165255.0
2025-11-12,103018.0,105287.0,100716.0,101605.5,143558.0
2025-11-13,101590.5,103974.5,98000.5,99666.0,194136.0
2025-11-14,99654.5,99818.5,93980.5,94533.5,215805.0
2025-11-15,94558.0,96791.0,94553.5,95554.0,146009.0
2025-11-16,95587.5,96600.5,92969.0,94228.0,240313.0
2025-11-17,94239.0,96012.5,91269.0,92166.0,207871.0
2025-11-18,92150.5,93768.5,89234.0,92917.0,150083.0
2025-11-19,92928.0,92928.0,88584.5,91509.0,188208.0
2025-11-20,91508.5,93129.0,86071.0,86601.0,194129.0
2025-11-21,86580.0,87465.0,80600.5,85086.5,303839.0
2025-11-22,85108.5,85577.5,83471.5,84689.5,160712.0
2025-11-23,84689.5,88093.0,84622.5,86807.5,220517.0
2025-11-24,86781.5,89173.0,85233.5,88247.5,205950.0
2025-11-25,88231.5,88473.0,86091.5,87324.5,161320.0
2025-11-26,87333.5,90586.5,86260.0,90442.0,191976.0
2025-11-27,90431.5,91888.5,90025.5,91292.0,120453.0
2025-11-28,91287.0,93050.0,90167.0,90847.5,210708.0
2025-11-29,90848.0,91129.0,90156.5,90764.5,167004.0
2025-11-30,90791.0,91919.5,90309.0,90321.0,178144.0
2025-12-01,90288.5,90362.0,83791.5,86270.5,308726.0
2025-12-02,86242.0,92251.0,86146.5,91240.5,184205.0
2025-12-03,91249.5,94026.5,90971.5,93377.0,130425.0
2025-12-04,93366.0,94013.0,90894.0,92035.0,138509.0
2025-12-05,92036.0,92644.0,88066.0,89291.0,209868.0
2025-12-06,89265.5,90214.0,88885.0,89190.0,167022.0
2025-12-07,89213.0,91697.0,87696.5,90345.5,231354.0
2025-12-08,90327.5,92244.5,89565.0,90600.5,157623.0
2025-12-09,90601.5,94545.5,89500.0,92638.0,177591.0
2025-12-10,92638.0,94422.0,91534.5,91978.0,206026.0
2025-12-11,91960.0,93520.0,89243.0,92469.5,160939.0
2025-12-12,92460.0,92696.0,89438.5,90229.5,168898.0
2025-12-13,90230.0,90599.0,89721.5,90197.0,132507.0
2025-12-14,90202.0,90430.5,87546.5,88100.5,306139.0
2025-12-15,88127.5,89946.0,85119.5,86389.5,206519.0
2025-12-16,86368.5,88111.0,85230.0,87826.0,164043.0
2025-12-17,87763.0,90306.5,85284.0,86202.0,145650.0
2025-12-18,86201.0,89419.0,84420.5,85470.0,180399.0
2025-12-19,85473.0,89335.0,85079.0,88100.5,166125.0
2025-12-20,88100.5,88510.0,87927.5,88320.5,132369.0
2025-12-21,88346.0,89023.5,87583.0,88621.5,208197.0
2025-12-22,88649.5,90550.0,87869.5,88561.0,197407.0
2025-12-23,88540.0,88900.5,86542.5,87455.0,161257.0
2025-12-24,87470.5,87992.5,86394.5,87627.5,120436.0
2025-12-25,87627.0,88524.5,86910.5,87217.0,143143.0
2025-12-26,87180.0,89511.5,86645.5,87318.0,227375.0
2025-12-27,87335.5,87931.0,87203.5,87841.0,109491.0
2025-12-28,87840.5,88024.0,87419.5,87899.0,138660.0
2025-12-29,87920.5,90362.0,86777.0,87203.5,255052.0
2025-12-30,87196.0,89350.5,86794.5,88446.0,140236.0
2025-12-31,88455.5,89132.5,87216.0,87608.0,149577.0
2026-01-01,87608.0,88881.5,87525.0,88799.5,108924.0
2026-01-02,88809.5,90925.0,88361.5,89951.0,239207.0
2026-01-03,89951.5,90705.5,89265.5,90596.0,149037.0
2026-01-04,90596.0,91768.0,90596.0,91500.0,181895.0
2026-01-05,91525.5,94748.0,91480.5,93822.5,210316.0
2026-01-06,93822.0,94412.0,91212.0,93695.0,154409.0
2026-01-07,93708.5,93708.5,90647.5,91328.5,118680.0
2026-01-08,91344.5,91650.5,89279.5,91065.0,176081.0
2026-01-09,91060.0,91976.0,89657.0,90604.0,170593.0
2026-01-10,90604.0,90800.0,90359.0,90469.5,122665.0
2026-01-11,90481.5,91236.5,90207.5,90951.5,186260.0
2026-01-12,90975.0,92478.5,90101.5,91252.5,193071.0
2026-01-13,91252.5,96606.5,91011.5,95375.5,197799.0
2026-01-14,95388.0,97860.5,94526.5,96908.0,131673.0
2026-01-15,96898.0,97154.5,95094.0,95551.5,136098.0
2026-01-16,95573.0,95810.0,94252.0,95506.5,123903.0
2026-01-17,95504.0,95614.5,94981.0,95107.5,108628.0
2026-01-18,95096.0,95490.0,93559.5,93611.0,159392.0
2026-01-19,93608.0,93608.0,91985.0,92590.0,167427.0
2026-01-20,92586.5,92837.0,87898.0,88386.5,186491.0
2026-01-21,88390.5,90483.0,87224.0,89416.0,141776.0
2026-01-22,89411.5,90328.0,88492.0,89520.0,103098.0
2026-01-23,89518.5,91185.0,88552.0,89558.5,195975.0
2026-01-24,89559.0,89894.5,89131.5,89181.0,99315.0
2026-01-25,89181.0,89282.0,86039.5,86625.0,265645.0
2026-01-26,86629.0,88820.0,86469.0,88300.5,128056.0
2026-01-27,88301.0,89483.5,87272.5,89198.0,134014.0
2026-01-28,89223.0,90557.0,88803.0,89265.5,168422.0
2026-01-29,89266.0,89308.0,83354.5,84628.5,205130.0
2026-01-30,84600.5,84697.5,81115.5,84211.0,290345.0
2026-01-31,84224.0,84239.5,75884.5,78706.0,310227.0
2026-02-01,78707.0,79388.0,75673.0,76920.5,152850.0
2026-02-02,76926.0,79256.0,74572.5,78699.5,205512.0
2026-02-03,78693.0,79149.0,72944.5,75732.0,201208.0
2026-02-04,75710.0,76926.5,71844.5,73152.0,191257.0
2026-02-05,73153.0,73316.0,62298.0,62890.0,369916.0
2026-02-06,62946.0,71710.0,59905.0,70544.5,275819.0
2026-02-07,70551.5,71644.0,67287.5,69286.5,349432.0
2026-02-08,69273.5,72237.5,68849.0,70288.5,181684.0
2026-02-09,70284.5,71416.5,68342.5,70111.0,244297.0
2026-02-10,70137.0,70456.5,67918.5,68781.5,203242.0
2026-02-11,68801.5,69258.5,65754.0,67025.5,240019.0
2026-02-12,67055.5,68369.5,65108.5,66234.5,238148.0
2026-02-13,66242.0,69363.0,65842.0,68811.5,260341.0
2026-02-14,68822.0,70484.0,68692.5,69788.5,292094.0
2026-02-15,69758.0,70937.0,68053.5,68782.5,225400.0
2026-02-16,68782.0,70077.5,67263.5,68860.5,204633.0
2026-02-17,68868.5,69175.5,66618.5,67465.5,213293.0
